"id"	"sire"	"dam"	"sex"	"gen"	"birth"	"exit"	"age"	"ancestry"	"origin"	"status"	"recordStatus"
"CD3YK4"	"U7F7MW"	"ZDNQNT"	"F"	2	1978-06-13	1984-04-12	5.8	"JAPANESE"	""	"SHIPPED"	"original"
"AF2F0B"	"U8MR3E"	"9YZ69L"	"M"	2	1978-05-02	1982-05-09	4	"JAPANESE"	""	"SHIPPED"	"original"
"P3RMY7"	"U4R9MB"	"Z5FW2J"	"M"	2	1978-06-11	1978-06-22	0	"JAPANESE"	""	"DECEASED"	"original"
"DS5IIC"	"UJTKEK"	"QSTGAQ"	"M"	2	1978-05-17	1982-05-16	4	"JAPANESE"	""	"SHIPPED"	"original"
"955YYI"	"UBBHAY"	"73JLCV"	"F"	2	1978-06-12	1989-06-26	11	"JAPANESE"	""	"DECEASED"	"original"
"2MMTML"	"U7AKJT"	"563BMB"	"M"	2	1978-06-20	1982-05-17	3.9	"JAPANESE"	""	"SHIPPED"	"original"
"APTLS8"	"UJ69IA"	"3QDM6P"	"M"	2	1978-06-29	1982-05-07	3.9	"JAPANESE"	""	"SHIPPED"	"original"
"JG7GYC"	"UHTUXH"	"MBEQKG"	"F"	2	1978-05-27	2008-01-28	29.7	"JAPANESE"	""	"DECEASED"	"original"
"1BGTK1"	"U7KYLX"	"H1JJQF"	"F"	2	1978-07-02	1982-04-20	3.8	"JAPANESE"	""	"SHIPPED"	"original"
"G1M9Y2"	"UTBSTK"	"ESKS76"	"M"	2	1978-07-01	1982-04-15	3.8	"JAPANESE"	""	"SHIPPED"	"original"
"IUF0HC"	"UF6LB0"	"C240MK"	"F"	2	1978-06-25	2001-03-04	22.7	"JAPANESE"	""	"DECEASED"	"original"
"7XM648"	"U5ZNNJ"	"4ZICHX"	"M"	2	1978-06-29	1978-06-29	-0.1	"JAPANESE"	""	"DECEASED"	"original"
"FYN7UK"	"UB6435"	"MEWJIJ"	"M"	2	1978-06-12	1993-01-30	14.6	"JAPANESE"	""	"DECEASED"	"original"
"PFN39T"	"UA5JIH"	"JZEK7D"	"F"	2	1978-06-29	1978-08-03	0.1	"JAPANESE"	""	"DECEASED"	"original"
"HTZKID"	"U137BY"	"4ZICHX"	"F"	2	1979-03-30	1979-04-19	0.1	"JAPANESE"	""	"DECEASED"	"original"
"0QRH22"	"UGADGT"	"S9A6BM"	"F"	2	1979-03-26	1982-05-08	3.1	"JAPANESE"	""	"SHIPPED"	"original"
"2628RX"	"UIF691"	"MWJ384"	"F"	2	1979-03-23	2004-09-08	25.5	"JAPANESE"	""	"DECEASED"	"original"
"N2EZFI"	"U5DB17"	"1CT7W3"	"M"	2	1979-04-29	1989-07-20	10.2	"JAPANESE"	""	"DECEASED"	"original"
"2PH21A"	"UDYBQV"	"W9A9NK"	"F"	2	1979-05-16	1982-04-18	2.9	"JAPANESE"	""	"SHIPPED"	"original"
"KCPJ1W"	"UCZPDZ"	"CZ0Y3D"	"M"	2	1979-04-12	1982-05-24	3.1	"JAPANESE"	""	"SHIPPED"	"original"
"TLJYBL"	"UCKEDB"	"83G3V2"	"M"	2	1979-05-13	1982-05-08	3	"JAPANESE"	""	"SHIPPED"	"original"
"6QRQ3E"	"U7YZMQ"	"F67TU0"	"F"	2	1979-05-10	1985-01-28	5.7	"JAPANESE"	""	"DECEASED"	"original"
"AZGXIP"	"U0PZ6F"	"KJ225H"	"M"	2	1979-05-29	1992-12-24	13.6	"JAPANESE"	""	"DECEASED"	"original"
"DESJCZ"	"U9PDUI"	"1JWCZA"	"F"	2	1979-04-04	1982-05-26	3.1	"JAPANESE"	""	"SHIPPED"	"original"
"6A41TJ"	"ULAIXQ"	"PT5E0I"	"F"	2	1979-05-26	1982-03-30	2.8	"JAPANESE"	""	"SHIPPED"	"original"
"X97E16"	"UF0KE2"	"Z6HNJR"	"M"	2	1979-05-29	1989-07-17	10.1	"JAPANESE"	""	"DECEASED"	"original"
"8KXHVD"	"U7ZHP7"	"CE78T5"	"F"	2	1979-05-07	1979-05-08	0	"JAPANESE"	""	"DECEASED"	"original"
"Z6ZTZI"	"UPMLJ9"	"JZEK7D"	"F"	2	1979-05-05	1989-08-05	10.3	"JAPANESE"	""	"DECEASED"	"original"
"AZJ3FQ"	"U45V0I"	"6VBN2U"	"F"	2	1979-05-04	1989-01-21	9.7	"JAPANESE"	""	"DECEASED"	"original"
"NFLEBM"	"UKW4FQ"	"Z5FW2J"	"M"	2	1979-05-14	1982-05-26	3	"JAPANESE"	""	"SHIPPED"	"original"
"H2ARD4"	"UYEP4P"	"0TAZFX"	"F"	2	1979-05-19	1995-10-11	16.4	"JAPANESE"	""	"SHIPPED"	"original"
"AQDTJ1"	"UQ2CQY"	"VEWC1E"	"F"	2	1979-06-06	1986-04-09	6.8	"JAPANESE"	""	"DECEASED"	"original"
"YLEBJF"	"UW13FY"	"ERB4U5"	"F"	2	1979-05-21	1982-04-07	2.9	"JAPANESE"	""	"SHIPPED"	"original"
"1FZL4H"	"UVGW3J"	"DFAKF7"	"M"	2	1979-06-22	1982-04-24	2.8	"JAPANESE"	""	"SHIPPED"	"original"
"V1GCJM"	"UN6QEM"	"P3K2JG"	"F"	2	1979-07-06	1994-10-05	15.2	"JAPANESE"	""	"DECEASED"	"original"
"N47FXP"	"USW4Z1"	"YXIBUW"	"F"	2	1980-02-20	1982-04-19	2.2	"JAPANESE"	""	"SHIPPED"	"original"
"MNPT6I"	"U1PB5J"	"8LEAPH"	"U"	2	1980-02-19	1980-04-02	0.1	"JAPANESE"	""	"DECEASED"	"original"
"3TIRD0"	"U081MA"	"73JLCV"	"M"	2	1980-03-18	1982-11-15	2.7	"JAPANESE"	""	"DECEASED"	"original"
"1QPPZ8"	"UMRTKC"	"9YZ69L"	"M"	2	1980-04-14	1982-12-22	2.7	"JAPANESE"	""	"DECEASED"	"original"
"9SBK92"	"UJZDAN"	"77V4K0"	"F"	2	1980-04-19	1984-11-24	4.6	"JAPANESE"	""	"DECEASED"	"original"
"7L6K8U"	"UNA5ID"	"IDAQT2"	"F"	2	1980-04-22	1982-03-31	1.9	"JAPANESE"	""	"SHIPPED"	"original"
"8L8TPR"	"U6FPD1"	"S26KTK"	"F"	2	1980-03-10	1994-11-02	14.6	"JAPANESE"	""	"DECEASED"	"original"
"K62VTC"	"U66XE5"	"97DLBU"	"F"	2	1980-04-30	1982-03-28	1.9	"JAPANESE"	""	"SHIPPED"	"original"
"9T7Y2Z"	"UMIDYP"	"3QDM6P"	"F"	2	1980-04-18	1986-04-07	6	"JAPANESE"	""	"DECEASED"	"original"
"JQ5HNR"	"U0NMY0"	"563BMB"	"M"	2	1980-04-01	1985-09-27	5.5	"JAPANESE"	""	"DECEASED"	"original"
"19NM1S"	"UUVY9D"	"ESKS76"	"M"	2	1980-05-06	1986-12-11	6.6	"JAPANESE"	""	"DECEASED"	"original"
"33N1FX"	"UBZPZ9"	"8IETJ0"	"M"	2	1980-03-24	1982-05-13	2.1	"JAPANESE"	""	"SHIPPED"	"original"
"3BAGMU"	"UW1KPR"	"DD94AV"	"M"	2	1980-04-10	1982-04-21	2	"JAPANESE"	""	"SHIPPED"	"original"
"G1ECUZ"	"UI2K6H"	"C240MK"	"M"	2	1980-03-13	1982-05-21	2.2	"JAPANESE"	""	"SHIPPED"	"original"
"0NLPXU"	"U7K2AR"	"WDLJRG"	"F"	2	1980-05-03	1980-06-18	0.1	"JAPANESE"	""	"DECEASED"	"original"
"WI2NBU"	"UX6Z6N"	"4ZICHX"	"F"	2	1980-05-09	1982-05-17	2	"JAPANESE"	""	"SHIPPED"	"original"
"692131"	"U3K8S3"	"QSTGAQ"	"F"	2	1980-05-20	1995-11-06	15.5	"JAPANESE"	""	"SHIPPED"	"original"
"SSK6FY"	"U71DQ2"	"TSKMI2"	"F"	2	1980-04-25	1987-12-05	7.6	"JAPANESE"	""	"DECEASED"	"original"
"ZER7CE"	"UFNGP8"	"S9A6BM"	"M"	2	1980-05-22	1982-04-23	1.9	"JAPANESE"	""	"SHIPPED"	"original"
"2DL2SY"	"U9JBGG"	"83G3V2"	"M"	2	1980-05-03	1982-05-13	2	"JAPANESE"	""	"SHIPPED"	"original"
"ZXBUMU"	"UP5SEA"	"H1JJQF"	"M"	2	1980-05-26	1982-05-17	2	"JAPANESE"	""	"DECEASED"	"original"
"W6L9FC"	"USSYS9"	"NA5R6A"	"F"	2	1980-06-08	1982-12-01	2.5	"JAPANESE"	""	"DECEASED"	"original"
"8W2UYR"	"ULFWGR"	"CE78T5"	"M"	2	1980-05-09	1982-05-21	2	"JAPANESE"	""	"SHIPPED"	"original"
"Q11ZBC"	"UZJ5ZL"	"Q6D1FS"	"F"	2	1980-05-19	1982-04-13	1.9	"JAPANESE"	""	"SHIPPED"	"original"
"MXPYPV"	"UNIV06"	"L4LM1F"	"F"	2	1980-06-07	1982-04-24	1.9	"JAPANESE"	""	"SHIPPED"	"original"
"5434QX"	"U8APM0"	"KRXZ9X"	"F"	2	1980-05-10	1987-01-04	6.7	"JAPANESE"	""	"DECEASED"	"original"
"28CML7"	"UHBN8D"	"1JWCZA"	"F"	2	1980-06-22	1982-04-18	1.8	"JAPANESE"	""	"SHIPPED"	"original"
"J7XNA6"	"U2XJZL"	"KJ225H"	"F"	2	1980-05-27	1986-12-06	6.5	"JAPANESE"	""	"DECEASED"	"original"
"G6M6YC"	"UZCXXK"	"6VBN2U"	"M"	2	1980-07-19	1986-07-01	5.9	"JAPANESE"	""	"DECEASED"	"original"
"I6FHG1"	"UVCGJ7"	"MEWJIJ"	"M"	2	1980-06-28	1983-11-17	3.4	"JAPANESE"	""	"DECEASED"	"original"
"THBBJP"	"UMX41W"	"BWIFC3"	"M"	2	1980-06-12	1980-06-12	0	"JAPANESE"	""	"DECEASED"	"original"
"BLLUWW"	"UCYYWD"	"TKZSG4"	"F"	2	1980-07-27	1997-02-07	16.5	"JAPANESE"	""	"DECEASED"	"original"
"AR87ZC"	"U9PX6W"	"B5H5IJ"	"M"	2	1980-08-18	1986-06-28	5.9	"JAPANESE"	""	"DECEASED"	"original"
"L9JUTB"	"UWM457"	"CZ0Y3D"	"M"	2	1981-03-22	1982-05-01	1.1	"JAPANESE"	""	"SHIPPED"	"original"
"MSZQMG"	"UGNCDT"	"8LEAPH"	"F"	2	1981-03-31	1982-05-12	1.1	"JAPANESE"	""	"SHIPPED"	"original"
"JFAP7U"	"UJQPKD"	"1CT7W3"	"M"	2	1981-03-13	1986-08-25	5.5	"JAPANESE"	""	"DECEASED"	"original"
"WBFBR5"	"U5B00T"	"77V4K0"	"F"	2	1981-06-17	1995-10-14	14.3	"JAPANESE"	""	"SHIPPED"	"original"
"KINPM4"	"UCY9DL"	"73JLCV"	"F"	2	1981-06-10	2008-04-14	26.8	"JAPANESE"	""	"DECEASED"	"original"
"0U16VQ"	"UIQ5DL"	"F67TU0"	"M"	2	1981-04-03	1981-04-03	0	"JAPANESE"	""	"DECEASED"	"original"
"9X6YIU"	"UTC1G1"	"Z6HNJR"	"M"	2	1981-03-25	1995-10-13	14.6	"JAPANESE"	""	"SHIPPED"	"original"
"6YUXNT"	"U4DD1U"	"MBEQKG"	"F"	2	1981-04-06	1987-06-10	6.2	"JAPANESE"	""	"DECEASED"	"original"
"FYPP27"	"U0GB5T"	"NA5R6A"	"F"	2	1981-05-29	1986-06-17	5.1	"JAPANESE"	""	"DECEASED"	"original"
"SPRKPI"	"UZU1EX"	"SXN7NZ"	"U"	2	1981-03-22	1981-05-11	0.1	"JAPANESE"	""	"DECEASED"	"original"
"8024B0"	"UB1IBP"	"VEWC1E"	"M"	2	1981-04-22	1986-02-07	4.8	"JAPANESE"	""	"DECEASED"	"original"
"G9ZJHP"	"UBQB0W"	"YXIBUW"	"F"	2	1981-05-18	1981-08-29	0.3	"JAPANESE"	""	"DECEASED"	"original"
"88VYQ0"	"UR02VM"	"563BMB"	"F"	2	1981-05-02	2000-02-05	18.8	"JAPANESE"	""	"DECEASED"	"original"
"R5PWD3"	"UY3RJW"	"ESKS76"	"F"	2	1981-06-07	1999-04-19	17.9	"JAPANESE"	""	"DECEASED"	"original"
"JPVAT3"	"UUZZ3P"	"P3K2JG"	"F"	2	1981-06-01	1993-10-04	12.3	"JAPANESE"	""	"DECEASED"	"original"
"6R4DFN"	"UB9Y8B"	"Z5FW2J"	"M"	2	1981-04-06	1982-04-20	1	"JAPANESE"	""	"SHIPPED"	"original"
"WY7WCS"	"UEG9EG"	"0TAZFX"	"M"	2	1981-04-18	1986-04-21	5	"JAPANESE"	""	"DECEASED"	"original"
"JNT5JP"	"UUPRUU"	"KRXZ9X"	"U"	2	1981-05-04	1981-05-04	-0.1	"JAPANESE"	""	"DECEASED"	"original"
"DY9YJ1"	"UZ5TUG"	"S9A6BM"	"F"	2	1981-05-27	1982-05-20	1	"JAPANESE"	""	"SHIPPED"	"original"
"VJIVNR"	"UP6X6P"	"ERB4U5"	"M"	2	1981-04-17	1982-05-03	1	"JAPANESE"	""	"SHIPPED"	"original"
"9PPWI8"	"UGI0X4"	"6VBN2U"	"F"	2	1981-05-10	1986-05-25	5	"JAPANESE"	""	"DECEASED"	"original"
"Z3IFIN"	"U0HTWB"	"1JWCZA"	"M"	2	1981-05-28	1982-03-28	0.8	"JAPANESE"	""	"SHIPPED"	"original"
"7NW4YG"	"US3WLR"	"L4LM1F"	"F"	2	1981-05-04	1985-10-25	4.5	"JAPANESE"	""	"DECEASED"	"original"
"X558J1"	"UK13V5"	"LV664G"	"M"	2	1981-05-22	1982-05-08	1	"JAPANESE"	""	"SHIPPED"	"original"
"4CHZMA"	"U2N8FY"	"DD94AV"	"F"	2	1981-06-12	1981-07-10	0.1	"JAPANESE"	""	"DECEASED"	"original"
"LH8PW2"	"UEM2HA"	"8IETJ0"	"F"	2	1981-06-22	1981-09-13	0.2	"JAPANESE"	""	"DECEASED"	"original"
"6WMPKN"	"UAZS58"	"IDAQT2"	"U"	2	1981-05-01	1982-04-07	0.9	"JAPANESE"	""	"SHIPPED"	"original"
"9BAAJD"	"UQ4UWR"	"RVFXU0"	"F"	2	1981-05-05	1982-05-23	1	"JAPANESE"	""	"SHIPPED"	"original"
"AWRCI3"	"UTVGA1"	"BWIFC3"	"F"	2	1981-04-08	1994-06-22	13.2	"JAPANESE"	""	"DECEASED"	"original"
"C5B9LL"	"UBYPYD"	"PRMJE0"	"M"	2	1981-06-21	1982-05-04	0.9	"JAPANESE"	""	"SHIPPED"	"original"
"N1FYCY"	"UCJZSL"	"9YZ69L"	"F"	2	1981-04-14	1995-11-24	14.6	"JAPANESE"	""	"DECEASED"	"original"
"F6I5ZN"	"UVVGJL"	"4ZICHX"	"U"	2	1981-06-26	1981-06-26	-0.1	"JAPANESE"	""	"DECEASED"	"original"
"L7CBYK"	"U5C5WR"	"3QDM6P"	"M"	2	1981-06-04	1985-01-15	3.6	"JAPANESE"	""	"DECEASED"	"original"
"NKQXP1"	"U8TCG2"	"ZDNQNT"	"F"	2	1982-03-09	1986-07-15	4.4	"JAPANESE"	""	"DECEASED"	"original"
"008YBC"	"U64W86"	"B5H5IJ"	"M"	2	1982-03-25	1991-02-08	8.9	"JAPANESE"	""	"DECEASED"	"original"
"8A1IYV"	"UJZDNM"	"S26KTK"	"M"	2	1982-02-23	1986-09-24	4.6	"JAPANESE"	""	"DECEASED"	"original"
"99PHNS"	"UHSQR4"	"CE78T5"	"U"	2	1982-04-05	1982-04-11	0	"JAPANESE"	""	"SHIPPED"	"original"
"KICGSC"	"UB29R0"	"KJ225H"	"M"	2	1982-04-08	1983-07-10	1.3	"JAPANESE"	""	"DECEASED"	"original"
"DEFH0G"	"U78G3N"	"S346Y9"	"U"	2	1982-03-14	1982-04-29	0.1	"JAPANESE"	""	"DECEASED"	"original"
"X3FZN7"	"UGSVXW"	"97DLBU"	"U"	2	1982-04-14	1982-05-21	0.1	"JAPANESE"	""	"SHIPPED"	"original"
"5WPXWF"	"UZESJA"	"H1JJQF"	"U"	2	1982-03-29	1982-03-29	-0.1	"JAPANESE"	""	"SHIPPED"	"original"
"FEI742"	"UA4MUT"	"Q6D1FS"	"U"	2	1982-03-17	1982-04-23	0.1	"JAPANESE"	""	"SHIPPED"	"original"
"3XP2A9"	"UMX4M8"	"8IETJ0"	"U"	2	1982-04-08	1982-04-08	0	"JAPANESE"	""	"SHIPPED"	"original"
"MHK8VN"	"U8AGYK"	"KRXZ9X"	"F"	2	1982-03-25	1991-09-29	9.5	"JAPANESE"	""	"DECEASED"	"original"
"V6GII2"	"USF4L3"	"F67TU0"	"F"	2	1982-04-04	1982-04-09	0	"JAPANESE"	""	"DECEASED"	"original"
"3F8B6J"	"UZ861L"	"CZ0Y3D"	"U"	2	1982-03-24	1982-04-03	0	"JAPANESE"	""	"SHIPPED"	"original"
"L17BUH"	"UKRK63"	"QSTGAQ"	"F"	2	1982-03-03	1983-12-10	1.8	"JAPANESE"	""	"DECEASED"	"original"
"JA4ZQ5"	"ULYHGF"	"JZEK7D"	"F"	2	1982-04-14	1989-08-19	7.3	"JAPANESE"	""	"DECEASED"	"original"
"GL88CF"	"U8XKC2"	"TKZSG4"	"F"	2	1982-05-16	2002-04-30	20	"JAPANESE"	""	"DECEASED"	"original"
"4LYGHA"	"U63YP4"	"VEWC1E"	"F"	2	1982-06-04	1986-11-08	4.4	"JAPANESE"	""	"DECEASED"	"original"
"NZ33Z5"	"UYPN27"	"1CT7W3"	"F"	2	1982-06-12	1989-08-10	7.2	"JAPANESE"	""	"SHIPPED"	"original"
"MEZ8UR"	"UKP31K"	"0TAZFX"	"F"	2	1982-05-06	1989-08-09	7.3	"JAPANESE"	""	"DECEASED"	"original"
"HZT29P"	"UAT32D"	"W9A9NK"	"U"	2	1982-06-12	1982-07-18	0.1	"JAPANESE"	""	"DECEASED"	"original"
"C8XUI7"	"UFZW1M"	"73JLCV"	"F"	2	1982-05-08	1989-08-25	7.3	"JAPANESE"	""	"DECEASED"	"original"
"KUKDP8"	"U9MSJ4"	"NA5R6A"	"M"	2	1982-06-05	1983-08-13	1.2	"JAPANESE"	""	"DECEASED"	"original"
"7P6TTU"	"U6M05D"	"JU58SB"	"F"	2	1982-06-27	1986-05-19	3.9	"JAPANESE"	""	"DECEASED"	"original"
"65X6HI"	"U7Y1GZ"	"9YZ69L"	"M"	2	1982-06-04	1986-09-08	4.3	"JAPANESE"	""	"DECEASED"	"original"
"V0IXBG"	"UIICI8"	"P3K2JG"	"F"	2	1982-06-22	1990-05-29	7.9	"JAPANESE"	""	"DECEASED"	"original"
"PSJVY3"	"U6J1JK"	"3QDM6P"	"M"	2	1982-12-02	1982-12-11	0	"JAPANESE"	""	"DECEASED"	"original"
"0FJ0W9"	"U9WQD5"	"563BMB"	"U"	2	1982-02-09	1983-02-03	1	"JAPANESE"	""	"DECEASED"	"original"
"YSFSNT"	"UPQ740"	"73JLCV"	"F"	2	1983-04-13	1983-04-28	0	"JAPANESE"	""	"DECEASED"	"original"
"6ML1GD"	"UFMKU1"	"W9A9NK"	"F"	2	1983-05-01	1989-06-26	6.2	"JAPANESE"	""	"SHIPPED"	"original"
"B3B0CQ"	"U3RXRR"	"L4LM1F"	"U"	2	1983-04-18	1983-10-09	0.5	"JAPANESE"	""	"DECEASED"	"original"
"M0NT67"	"UKS2MB"	"LV664G"	"M"	2	1983-06-13	1984-06-03	1	"JAPANESE"	""	"SHIPPED"	"original"
"KZL4FX"	"UFMWUP"	"563BMB"	"U"	2	1983-06-18	1983-07-03	0	"JAPANESE"	""	"DECEASED"	"original"
"IRWSYJ"	"UZAIX7"	"VEWC1E"	"U"	2	1983-05-16	2000-01-28	16.7	"JAPANESE"	""	"DECEASED"	"original"
"HW5UMC"	"UL5GP3"	"KJ225H"	"M"	2	1983-07-13	2001-12-07	18.4	"JAPANESE"	""	"DECEASED"	"original"
"3K4N0N"	"UBY23H"	"F67TU0"	"U"	2	1983-05-02	1987-08-22	4.3	"JAPANESE"	""	"DECEASED"	"original"
"CJYVV2"	"UJC4AN"	"B5H5IJ"	"U"	2	1983-06-19	1989-07-16	6.1	"JAPANESE"	""	"SHIPPED"	"original"
"W2YV01"	"U2EWC1"	"TSKMI2"	"M"	2	1983-05-25	1987-04-08	3.9	"JAPANESE"	""	"DECEASED"	"original"
"PX4V7T"	"UU9243"	"QSTGAQ"	"F"	2	1983-05-02	1984-12-21	1.6	"JAPANESE"	""	"DECEASED"	"original"
"5YX0LH"	"U97KGI"	"JZEK7D"	"M"	2	1983-07-04	1987-07-31	4.1	"JAPANESE"	""	"DECEASED"	"original"
"85MHIR"	"U6UUM0"	"S26KTK"	"M"	2	1983-05-13	1992-10-22	9.4	"JAPANESE"	""	"DECEASED"	"original"
"ENI6HX"	"UGVRXM"	"4Y8JHT"	"M"	2	1983-07-19	2002-02-18	18.6	"JAPANESE"	""	"DECEASED"	"original"
"DVG4PW"	"UMM1MM"	"77V4K0"	"M"	2	1983-04-20	1990-07-22	7.3	"JAPANESE"	""	"DECEASED"	"original"
"TEM6T6"	"U31M7R"	"ESKS76"	"M"	2	1983-07-13	1984-12-10	1.4	"JAPANESE"	""	"DECEASED"	"original"
"AF8ERH"	"UISAN8"	"3QDM6P"	"F"	2	1983-08-17	2000-08-20	17	"JAPANESE"	""	"DECEASED"	"original"
"WBIE7U"	"U09VVB"	"BWIFC3"	"F"	2	1984-04-19	1984-04-19	0	"JAPANESE"	""	"DECEASED"	"original"
"KZX47Z"	"UYMDJA"	"77V4K0"	"F"	2	1984-07-06	2004-08-05	20.1	"JAPANESE"	""	"DECEASED"	"original"
"QHVZ4Y"	"UF6A95"	"NA5R6A"	"M"	2	1984-03-18	1986-09-22	2.5	"JAPANESE"	""	"DECEASED"	"original"
"7FF6AT"	"USXQ3S"	"P3K2JG"	"F"	2	1984-04-04	2010-05-07	26.1	"JAPANESE"	""	"DECEASED"	"original"
"CCSUA2"	"URH6I9"	"S26KTK"	"M"	2	1984-04-13	1992-10-19	8.5	"JAPANESE"	""	"DECEASED"	"original"
"53BQK3"	"UHPLX8"	"0TAZFX"	"F"	2	1984-03-29	1988-11-03	4.6	"JAPANESE"	""	"SHIPPED"	"original"
"4I7XUB"	"UX7K3B"	"MWJ384"	"M"	2	1984-03-01	1995-11-11	11.7	"JAPANESE"	""	"DECEASED"	"original"
"GQZ5CL"	"U190CU"	"VEWC1E"	"F"	2	1984-06-08	1996-01-13	11.6	"JAPANESE"	""	"DECEASED"	"original"
"9V70QH"	"UF1ZGQ"	"B5H5IJ"	"M"	2	1984-07-06	1989-07-26	5.1	"JAPANESE"	""	"DECEASED"	"original"
"CU1HYC"	"U4H7ZQ"	"563BMB"	"M"	2	1984-06-22	1984-11-24	0.4	"JAPANESE"	""	"DECEASED"	"original"
"JG1NV2"	"ULJ03B"	"KRXZ9X"	"U"	2	1984-03-08	1984-03-27	0.1	"JAPANESE"	""	"DECEASED"	"original"
"8CIBFA"	"U3A2NJ"	"JU58SB"	"M"	2	1984-03-24	1984-03-24	-0.1	"JAPANESE"	""	"DECEASED"	"original"
"DHQ9WZ"	"UK94MU"	"BWIFC3"	"U"	2	1984-04-07	1984-04-10	0	"JAPANESE"	""	"DECEASED"	"original"
"5809YV"	"UZN0HT"	"JU58SB"	"U"	2	1985-03-23	1985-03-23	-0.1	"JAPANESE"	""	"DECEASED"	"original"
"W6RTAP"	"UW9W90"	"ESKS76"	"U"	2	1985-04-10	1985-04-28	0	"JAPANESE"	""	"DECEASED"	"original"
"1MW77Z"	"U2UPLH"	"MEWJIJ"	"M"	2	1985-04-25	1985-05-03	0	"JAPANESE"	""	"DECEASED"	"original"
"NJHEL8"	"UTA688"	"563BMB"	"F"	2	1985-06-09	1991-11-03	6.4	"JAPANESE"	""	"SHIPPED"	"original"
"59148U"	"UHDBA1"	"W9A9NK"	"U"	2	1985-06-06	1992-11-13	7.4	"JAPANESE"	""	"DECEASED"	"original"
"5K4KEH"	"UMZSNB"	"KRXZ9X"	"M"	2	1985-04-24	1988-11-08	3.5	"JAPANESE"	""	"SHIPPED"	"original"
"RAFNE3"	"UPJS05"	"L4LM1F"	"U"	2	1985-02-22	2000-01-12	14.9	"JAPANESE"	""	"DECEASED"	"original"
"YQQBF4"	"UJQ6CM"	"P3K2JG"	"F"	2	1985-05-30	2003-05-12	17.9	"JAPANESE"	""	"DECEASED"	"original"
"CBJE6Q"	"UQPU9C"	"38VERF"	"M"	2	1985-06-10	1986-10-19	1.4	"JAPANESE"	""	"DECEASED"	"original"
"9EWJC3"	"UZJ2ML"	"0TAZFX"	"M"	2	1985-05-09	1991-11-03	6.5	"JAPANESE"	""	"SHIPPED"	"original"
"D7UP6H"	"UBT9EJ"	"JZEK7D"	"M"	2	1985-04-13	1989-03-07	3.9	"JAPANESE"	""	"DECEASED"	"original"
"QJ3V28"	"UMMVLM"	"4Y8JHT"	"U"	2	1985-06-16	1989-07-03	4	"JAPANESE"	""	"SHIPPED"	"original"
"ZU5DNQ"	"US1CQG"	"9YZ69L"	"F"	2	1985-02-19	1986-10-29	1.7	"JAPANESE"	""	"DECEASED"	"original"
"60EKCC"	"U8TMRJ"	"3QDM6P"	"M"	2	1985-03-30	1986-03-15	1	"JAPANESE"	""	"DECEASED"	"original"
"DRZ8UW"	"UDMGS7"	"73JLCV"	"M"	2	1985-05-04	1996-07-26	11.2	"JAPANESE"	""	"DECEASED"	"original"
"LB7JTT"	"UQKN1T"	"BWIFC3"	"M"	2	1985-06-27	1986-06-18	1	"JAPANESE"	""	"DECEASED"	"original"
"NAFXLG"	"U2TFC3"	"QSTGAQ"	"M"	2	1985-03-01	1996-09-21	11.6	"JAPANESE"	""	"DECEASED"	"original"
"WZUYAD"	"U0I9ER"	"TSKMI2"	"M"	2	1985-05-01	1988-10-16	3.5	"JAPANESE"	""	"SHIPPED"	"original"
"SXYCIJ"	"U6WYKM"	"KJ225H"	"M"	2	1985-03-13	1996-08-06	11.4	"JAPANESE"	""	"DECEASED"	"original"
"4CCM9U"	"US08GE"	"WVE6Y4"	"M"	2	1985-06-27	1992-05-24	6.9	"JAPANESE"	""	"DECEASED"	"original"
"ETS7LM"	"UPCW02"	"F67TU0"	"F"	2	1985-07-07	1986-04-28	0.8	"JAPANESE"	""	"DECEASED"	"original"
"MAP93V"	"UUX2VJ"	"VEWC1E"	"M"	2	1985-06-21	1988-11-25	3.4	"JAPANESE"	""	"DECEASED"	"original"
"WG57X9"	"UKQFCH"	"1CT7W3"	"M"	2	1985-01-22	1985-01-28	0	"JAPANESE"	""	"DECEASED"	"original"
"SE852Y"	"UVHLHM"	"S26KTK"	"U"	2	1985-04-29	1985-05-21	0.1	"JAPANESE"	""	"DECEASED"	"original"
"IGTTVD"	"U7C9JI"	"B5H5IJ"	"M"	2	1985-06-26	1985-07-10	0	"JAPANESE"	""	"DECEASED"	"original"
"XYIBQH"	"UWCR91"	"S26KTK"	"M"	2	1986-02-15	1986-03-31	0.1	"JAPANESE"	""	"DECEASED"	"original"
"YC06ZV"	"U7UHKT"	"9YZ69L"	"F"	2	1986-05-29	1986-05-29	0	"JAPANESE"	""	"DECEASED"	"original"
"SSED98"	"UNW40R"	"4Y8JHT"	"M"	2	1986-05-16	1993-01-09	6.7	"JAPANESE"	""	"DECEASED"	"original"
"0GM8ZP"	"U9RXWK"	"NA5R6A"	"M"	2	1986-04-11	1988-07-21	2.3	"JAPANESE"	""	"DECEASED"	"original"
"1ZCJCT"	"URPLLZ"	"ESKS76"	"M"	2	1986-05-08	1986-07-29	0.2	"JAPANESE"	""	"DECEASED"	"original"
"9B4GLM"	"URY6JL"	"77V4K0"	"F"	2	1986-04-27	1987-05-18	1.1	"JAPANESE"	""	"DECEASED"	"original"
